Water Absorb	Damp	Swift Swim
0186	Politoed	Politoed
Water Absorb	Damp	Drizzle
0063	Abra	Abra
Synchronize	Inner Focus	Magic Guard
0064	Kadabra	Kadabra
Synchronize	Inner Focus	Magic Guard
0065	Alakazam	Alakazam
Synchronize	Inner Focus	Magic Guard
0065	Alakazam	Alakazam
Mega Alakazam	Trace		
0066	Machop	Machop
Guts	No GuardGen IV+	Steadfast
0067	Machoke	Machoke
Guts	No GuardGen IV+	Steadfast
0068	Machamp	Machamp
Guts	No GuardGen IV+	Steadfast
0069	Bellsprout	Bellsprout
Chlorophyll		Gluttony
0070	Weepinbell	Weepinbell
Chlorophyll		Gluttony
0071	Victreebel	Victreebel
Chlorophyll		Gluttony
0072	Tentacool	Tentacool
Clear Body	Liquid Ooze	Rain Dish
0073	Tentacruel	Tentacruel
Clear Body	Liquid Ooze	Rain Dish
0074	Geodude	Geodude
Rock Head	Sturdy	Sand Veil
0074	Geodude	Geodude
Alolan Geodude	Magnet Pull	Sturdy	Galvanize
0075	Graveler	Graveler
Rock Head	Sturdy	Sand Veil
0075	Graveler	Graveler
Alolan Graveler	Magnet Pull	Sturdy	Galvanize
0076	Golem	Golem
Rock Head	Sturdy	Sand Veil
0076	Golem	Golem
Alolan Golem	Magnet Pull	Sturdy	Galvanize
0077	Ponyta	Ponyta
Run Away	Flash Fire	Flame Body
0077	Ponyta	Ponyta
Galarian Ponyta	Run Away	Pastel Veil	Anticipation
0078	Rapidash	Rapidash
Run Away	Flash Fire	Flame Body
0078	Rapidash	Rapidash
Galarian Rapidash	Run Away	Pastel Veil	Anticipation
0079	Slowpoke	Slowpoke
Oblivious	Own Tempo	Regenerator
0079	Slowpoke	Slowpoke
Galarian Slowpoke	Gluttony	Own Tempo	Regenerator
0080	Slowbro	Slowbro
Oblivious	Own Tempo	Regenerator
0080	Slowbro	Slowbro
Mega Slowbro	Shell Armor		
0080	Slowbro	Slowbro
Galarian Slowbro	Quick Draw	Own Tempo	Regenerator
0199	Slowking	Slowking
Oblivious	Own Tempo	Regenerator
0199	Slowking	Slowking
Galarian Slowking	Curious Medicine	Own Tempo	Regenerator
0081	Magnemite	Magnemite
Magnet Pull	Sturdy	Analytic
0082	Magneton	Magneton
Magnet Pull	Sturdy	Analytic
0462	Magnezone	Magnezone
Magnet Pull	Sturdy	Analytic
0083	Farfetch'd	Farfetch'd
Keen Eye	Inner Focus	Defiant
0083	Farfetch'd	Farfetch'd
Galarian Farfetch'd	Steadfast		Scrappy
0865	Sirfetch'd	Sirfetch'd
Steadfast		Scrappy
0084	Doduo	Doduo
Run Away	Early Bird	Tangled Feet
0085	Dodrio	Dodrio
Run Away	Early Bird	Tangled Feet
0086	Seel	Seel
Thick Fat	HydrationGen IV+	Ice Body
0087	Dewgong	Dewgong
Thick Fat	HydrationGen IV+	Ice Body
0088	Grimer	Grimer
Stench	Sticky Hold	Poison Touch
0088	Grimer	Grimer
Alolan Grimer	Poison Touch	Gluttony	Power of Alchemy
0089	Muk	Muk
Stench	Sticky Hold	Poison Touch
0089	Muk	Muk
Alolan Muk	Poison Touch	Gluttony	Power of Alchemy
0090	Shellder	Shellder
Shell Armor	Skill LinkGen IV+	Overcoat
0091	Cloyster	Cloyster
Shell Armor	Skill LinkGen IV+	Overcoat
0092	Gastly	Gastly
Levitate		
0093	Haunter	Haunter
Levitate		
0094	Gengar	Gengar*
Cursed BodyGen VII+		
0094	Gengar	Gengar
Mega Gengar	Shadow Tag		
0095	Onix	Onix
Rock Head	Sturdy	Weak Armor
0208	Steelix	Steelix
Rock Head	Sturdy	Sheer Force
0208	Steelix	Steelix
Mega Steelix	Sand Force		
0096	Drowzee	Drowzee
Insomnia	ForewarnGen IV+	Inner Focus
0097	Hypno	Hypno
Insomnia	ForewarnGen IV+	Inner Focus
0098	Krabby	Krabby
Hyper Cutter	Shell Armor	Sheer Force
0099	Kingler	Kingler
Hyper Cutter	Shell Armor	Sheer Force
0100	Voltorb	Voltorb
Soundproof	Static	Aftermath
0100	Voltorb	Voltorb
Hisuian Voltorb	Soundproof	Static	Aftermath
0101	Electrode	Electrode
Soundproof	Static	Aftermath
0101	Electrode	Electrode
Hisuian Electrode	Soundproof	Static	Aftermath
0102	Exeggcute	Exeggcute
Chlorophyll		Harvest
0103	Exeggutor	Exeggutor
Chlorophyll		Harvest
0103	Exeggutor	Exeggutor
Alolan Exeggutor	Frisk		Harvest
0104	Cubone	Cubone
Rock Head	Lightning Rod	Battle Armor
0105	Marowak	Marowak
Rock Head	Lightning Rod	Battle Armor
0105	Marowak	Marowak
Alolan Marowak	Cursed Body	Lightning Rod	Rock Head
0236	Tyrogue	Tyrogue
Guts	SteadfastGen IV+	Vital Spirit
0106	Hitmonlee	Hitmonlee
Limber	RecklessGen IV+	Unburden
0107	Hitmonchan	Hitmonchan
Keen Eye	Iron FistGen IV+	Inner Focus
0237	Hitmontop	Hitmontop
Intimidate	TechnicianGen IV+	Steadfast
0108	Lickitung	Lickitung
Own Tempo	Oblivious	Cloud Nine
0463	Lickilicky	Lickilicky
Own Tempo	Oblivious	Cloud Nine
0109	Koffing	Koffing
Levitate	Neutralizing GasGen VIII+	StenchGen VIII+
0110	Weezing	Weezing
Levitate	Neutralizing GasGen VIII+	StenchGen VIII+
0110	Weezing	Weezing
Galarian Weezing	Levitate	Neutralizing Gas	Misty Surge
0111	Rhyhorn	Rhyhorn
Lightning Rod	Rock Head	Reckless
0112	Rhydon	Rhydon
Lightning Rod	Rock Head	Reckless
0464	Rhyperior	Rhyperior
Lightning Rod	Solid Rock	Reckless
0440	Happiny	Happiny
Natural Cure	Serene Grace	Friend Guard
0113	Chansey	Chansey
Natural Cure	Serene Grace	Healer
0242	Blissey	Blissey
Natural Cure	Serene Grace	Healer
0114	Tangela	Tangela
Chlorophyll	Leaf GuardGen IV+	Regenerator
0465	Tangrowth	Tangrowth
Chlorophyll	Leaf Guard	Regenerator
0115	Kangaskhan	Kangaskhan
Early Bird	ScrappyGen IV+	Inner Focus
0115	Kangaskhan	Kangaskhan
Mega Kangaskhan	Parental Bond		
0116	Horsea	Horsea
Swift Swim	SniperGen IV+	Damp
0117	Seadra	Seadra
Poison Point	SniperGen IV+	Damp
0230	Kingdra	Kingdra
Swift Swim	SniperGen IV+	Damp
0118	Goldeen	Goldeen
Swift Swim	Water Veil	Lightning Rod
0119	Seaking	Seaking
Swift Swim	Water Veil	Lightning Rod
0120	Staryu	Staryu
Illuminate	Natural Cure	Analytic
0121	Starmie	Starmie
Illuminate	Natural Cure	Analytic
0439	Mime Jr.	Mime Jr.
Soundproof	Filter	Technician
0122	Mr. Mime	Mr. Mime
Soundproof	FilterGen IV+	Technician
0122	Mr. Mime	Mr. Mime
Galarian Mr. Mime	Vital Spirit	Screen Cleaner	Ice Body
0866	Mr. Rime	Mr. Rime
Tangled Feet	Screen Cleaner	Ice Body
0123	Scyther	Scyther
Swarm	TechnicianGen IV+	Steadfast
0212	Scizor	Scizor
Swarm	TechnicianGen IV+	Light Metal
0212	Scizor	Scizor
Mega Scizor	Technician		
0900	Kleavor	Kleavor*
Swarm	Sheer Force	SharpnessGen IX+
0238	Smoochum	Smoochum
Oblivious	ForewarnGen IV+	Hydration
0124	Jynx	Jynx
Oblivious	ForewarnGen IV+	Dry Skin
0239	Elekid	Elekid
Static		Vital Spirit
0125	Electabuzz	Electabuzz
Static		Vital Spirit
0466	Electivire	Electivire
Motor Drive		Vital Spirit
0240	Magby	Magby
Flame Body		Vital Spirit
0126	Magmar	Magmar
Flame Body		Vital Spirit
0467	Magmortar	Magmortar
Flame Body		Vital Spirit
0127	Pinsir	Pinsir
Hyper Cutter	Mold BreakerGen IV+	Moxie
0127	Pinsir	Pinsir
Mega Pinsir	Aerilate		
0128	Tauros	Tauros
Intimidate	Anger PointGen IV+	Sheer Force
0128	Tauros	Tauros
Paldean Tauros
(Combat Breed)	Intimidate	Anger Point	Cud Chew
0128	Tauros	Tauros
Paldean Tauros
(Blaze Breed)	Intimidate	Anger Point	Cud Chew
0128	Tauros	Tauros
Paldean Tauros
(Aqua Breed)	Intimidate	Anger Point	Cud Chew
0129	Magikarp	Magikarp
Swift Swim		Rattled
0130	Gyarados	Gyarados
Intimidate		Moxie
0130	Gyarados	Gyarados
Mega Gyarados	Mold Breaker		
0131	Lapras	Lapras
Water Absorb	Shell Armor	Hydration
0132	Ditto	Ditto
Limber		Imposter
0133	Eevee	Eevee
Run Away	AdaptabilityGen IV+	Anticipation
0134	Vaporeon	Vaporeon
Water Absorb		Hydration
0135	Jolteon	Jolteon
Volt Absorb		Quick Feet
0136	Flareon	Flareon
Flash Fire		Guts
0196	Espeon	Espeon
Synchronize		Magic Bounce
0197	Umbreon	Umbreon
Synchronize		Inner Focus
0470	Leafeon	Leafeon
Leaf Guard		Chlorophyll
0471	Glaceon	Glaceon
Snow Cloak		Ice Body
0700	Sylveon	Sylveon
Cute Charm		Pixilate
0137	Porygon	Porygon
Trace	DownloadGen IV+	Analytic
0233	Porygon2	Porygon2
Trace	DownloadGen IV+	Analytic
0474	Porygon-Z	Porygon-Z
Adaptability	Download	Analytic
0138	Omanyte	Omanyte
Swift Swim	Shell Armor	Weak Armor
0139	Omastar	Omastar
Swift Swim	Shell Armor	Weak Armor
0140	Kabuto	Kabuto
Swift Swim	Battle Armor	Weak Armor
0141	Kabutops	Kabutops
Swift Swim	Battle Armor	Weak Armor
0142	Aerodactyl	Aerodactyl
Rock Head	Pressure	Unnerve
0142	Aerodactyl	Aerodactyl
Mega Aerodactyl	Tough Claws		
0446	Munchlax	Munchlax
Pickup	Thick Fat	Gluttony
0143	Snorlax	Snorlax
Immunity	Thick Fat	Gluttony
0144	Articuno	Articuno
Pressure		Snow Cloak
0144	Articuno	Articuno
Galarian Articuno	Competitive		
0145	Zapdos	Zapdos*
Pressure		StaticGen VI+
0145	Zapdos	Zapdos
Galarian Zapdos	Defiant		
0146	Moltres	Moltres
Pressure		Flame Body
0146	Moltres	Moltres
Galarian Moltres	Berserk		
0147	Dratini	Dratini
Shed Skin		Marvel Scale
0148	Dragonair	Dragonair
Shed Skin		Marvel Scale
0149	Dragonite	Dragonite
Inner Focus		Multiscale
0150	Mewtwo	Mewtwo
Pressure		Unnerve
0150	Mewtwo	Mewtwo
Mega Mewtwo X	Steadfast		
0150	Mewtwo	Mewtwo
Mega Mewtwo Y	Insomnia		
0151	Mew	Mew
Synchronize		
0152	Chikorita	Chikorita
Overgrow		Leaf Guard
0153	Bayleef	Bayleef
Overgrow		Leaf Guard
0154	Meganium	Meganium
Overgrow		Leaf Guard
0155	Cyndaquil	Cyndaquil
Blaze		Flash Fire
0156	Quilava	Quilava
Blaze		Flash Fire
0157	Typhlosion	Typhlosion
Blaze		Flash Fire
0157	Typhlosion	Typhlosion*
Hisuian Typhlosion	Blaze		FriskGen IX+
0158	Totodile	Totodile
Torrent		Sheer Force
0159	Croconaw	Croconaw
Torrent		Sheer Force
0160	Feraligatr	Feraligatr
Torrent		Sheer Force
0161	Sentret	Sentret
Run Away	Keen Eye	Frisk
0162	Furret	Furret
Run Away	Keen Eye	Frisk
0163	Hoothoot	Hoothoot
Insomnia	Keen Eye	Tinted Lens
0164	Noctowl	Noctowl
Insomnia	Keen Eye	Tinted Lens
0165	Ledyba	Ledyba
Swarm	Early Bird	Rattled
0166	Ledian	Ledian
Swarm	Early Bird	Iron Fist
0167	Spinarak	Spinarak
Swarm	Insomnia	Sniper
0168	Ariados	Ariados
Swarm	Insomnia	Sniper
0170	Chinchou	Chinchou
Volt Absorb	Illuminate	Water Absorb
0171	Lanturn	Lanturn
Volt Absorb	Illuminate	Water Absorb
0175	Togepi	Togepi
Hustle	Serene Grace	Super Luck
0176	Togetic	Togetic
Hustle	Serene Grace	Super Luck
0468	Togekiss	Togekiss
Hustle	Serene Grace	Super Luck
0177	Natu	Natu
Synchronize	Early Bird	Magic Bounce
0178	Xatu	Xatu
Synchronize	Early Bird	Magic Bounce
0179	Mareep	Mareep
Static		Plus
0180	Flaaffy	Flaaffy
Static		Plus
0181	Ampharos	Ampharos
Static		Plus
0181	Ampharos	Ampharos
Mega Ampharos	Mold Breaker		
0298	Azurill	Azurill
Thick Fat	Huge Power	Sap Sipper
0183	Marill	Marill
Thick Fat	Huge Power	Sap Sipper
0184	Azumarill	Azumarill
Thick Fat	Huge Power	Sap Sipper
0438	Bonsly	Bonsly
Sturdy	Rock Head	Rattled
0185	Sudowoodo	Sudowoodo
Sturdy	Rock Head	Rattled
0187	Hoppip	Hoppip
Chlorophyll	Leaf GuardGen IV+	Infiltrator
0188	Skiploom	Skiploom
Chlorophyll	Leaf GuardGen IV+	Infiltrator
0189	Jumpluff	Jumpluff
Chlorophyll	Leaf GuardGen IV+	Infiltrator
0190	Aipom	Aipom
Run Away	Pickup	Skill Link
0424	Ambipom	Ambipom
Technician	Pickup	Skill Link
0191	Sunkern	Sunkern
Chlorophyll	Solar PowerGen IV+	Early Bird
0192	Sunflora	Sunflora
Chlorophyll	Solar PowerGen IV+	Early Bird
0193	Yanma	Yanma
Speed Boost	Compound Eyes	Frisk
0469	Yanmega	Yanmega
Speed Boost	Tinted Lens	Frisk
0194	Wooper	Wooper
Damp	Water Absorb	Unaware
0194	Wooper	Wooper
Paldean Wooper	Poison Point	Water Absorb	Unaware
0195	Quagsire	Quagsire
Damp	Water Absorb	Unaware
0980	Clodsire	Clodsire
Poison Point	Water Absorb	Unaware
0198	Murkrow	Murkrow
Insomnia	Super LuckGen IV+	Prankster
0430	Honchkrow	Honchkrow
Insomnia	Super Luck	Moxie
0200	Misdreavus	Misdreavus
Levitate		
0429	Mismagius	Mismagius
Levitate		
0201	Unown	Unown
Levitate		
0360	Wynaut	Wynaut
Shadow Tag		Telepathy
0202	Wobbuffet	Wobbuffet
Shadow Tag		Telepathy
0203	Girafarig	Girafarig
Inner Focus	Early Bird	Sap Sipper
0981	Farigiraf	Farigiraf
Cud Chew	Armor Tail	Sap Sipper
0204	Pineco	Pineco
Sturdy		Overcoat
0205	Forretress	Forretress
Sturdy		Overcoat
0206	Dunsparce	Dunsparce
Serene Grace	Run Away	Rattled
0982	Dudunsparce	Dudunsparce
Two-Segment Form	Serene Grace	Run Away	Rattled
0982	Dudunsparce	Dudunsparce
Three-Segment Form	Serene Grace	Run Away	Rattled
0207	Gligar	Gligar
Hyper Cutter	Sand Veil	Immunity
0472	Gliscor	Gliscor
Hyper Cutter	Sand Veil	Poison Heal
0209	Snubbull	Snubbull
Intimidate	Run Away	Rattled
0210	Granbull	Granbull
Intimidate	Quick FeetGen IV+	Rattled
0211	Qwilfish	Qwilfish
Poison Point	Swift Swim	Intimidate
0211	Qwilfish	Qwilfish
Hisuian Qwilfish	Poison Point	Swift Swim	Intimidate
0904	Overqwil	Overqwil
Poison Point	Swift Swim	Intimidate
0213	Shuckle	Shuckle
Sturdy	GluttonyGen IV+	Contrary
0214	Heracross	Heracross
Swarm	Guts	Moxie
0214	Heracross	Heracross
Mega Heracross	Skill Link		
0215	Sneasel	Sneasel
Inner Focus	Keen Eye	Pickpocket
0215	Sneasel	Sneasel*
Hisuian Sneasel	Inner Focus	Keen Eye	PickpocketGen IX+
0461	Weavile	Weavile
Pressure		Pickpocket
0903	Sneasler	Sneasler
Pressure	UnburdenGen IX+	Poison Touch
0216	Teddiursa	Teddiursa
Pickup	Quick FeetGen IV+	Honey Gather
0217	Ursaring	Ursaring
Guts	Quick FeetGen IV+	Unnerve
0901	Ursaluna	Ursaluna
Guts	Bulletproof	Unnerve
0901	Ursaluna	Ursaluna
Bloodmoon	Mind's Eye		
0218	Slugma	Slugma
Magma Armor	Flame Body	Weak Armor
0219	Magcargo	Magcargo
Magma Armor	Flame Body	Weak Armor
0220	Swinub	Swinub
Oblivious	Snow CloakGen IV+	Thick Fat
0221	Piloswine	Piloswine
Oblivious	Snow CloakGen IV+	Thick Fat
0473	Mamoswine	Mamoswine
Oblivious	Snow Cloak	Thick Fat
0222	Corsola	Corsola
Hustle	Natural Cure	Regenerator
0222	Corsola	Corsola
Galarian Corsola	Weak Armor		Cursed Body
0864	Cursola	Cursola
Weak Armor		Perish Body
0223	Remoraid	Remoraid
Hustle	SniperGen IV+	Moody
0224	Octillery	Octillery
Suction Cups	SniperGen IV+	Moody
0225	Delibird	Delibird
Vital Spirit	Hustle	Insomnia
0458	Mantyke	Mantyke
Swift Swim	Water Absorb	Water Veil
0226	Mantine	Mantine
Swift Swim	Water Absorb	Water Veil
0227	Skarmory	Skarmory
Keen Eye	Sturdy	Weak Armor
0228	Houndour	Houndour
Early Bird	Flash Fire	Unnerve
0229	Houndoom	Houndoom
Early Bird	Flash Fire	Unnerve
0229	Houndoom	Houndoom
Mega Houndoom	Solar Power		
0231	Phanpy	Phanpy
Pickup		Sand Veil
0232	Donphan	Donphan
Sturdy		Sand Veil
0234	Stantler	Stantler
Intimidate	FriskGen IV+	Sap Sipper
0899	Wyrdeer	Wyrdeer
Intimidate	Frisk	Sap Sipper
0235	Smeargle	Smeargle
Own Tempo	TechnicianGen IV+	Moody
0241	Miltank	Miltank
Thick Fat	ScrappyGen IV+	Sap Sipper
0243	Raikou	Raikou*
Pressure		Inner FocusGen VII+
0244	Entei	Entei*
Pressure		Inner FocusGen VII+
0245	Suicune	Suicune*
Pressure		Inner FocusGen VII+
0246	Larvitar	Larvitar
Guts		Sand Veil
0247	Pupitar	Pupitar
Shed Skin		
0248	Tyranitar	Tyranitar
Sand Stream		Unnerve
0248	Tyranitar	Tyranitar
Mega Tyranitar	Sand Stream		
0249	Lugia	Lugia
Pressure		Multiscale
0250	Ho-Oh	Ho-Oh
Pressure		Regenerator
0251	Celebi	Celebi
Natural Cure		
0252	Treecko	Treecko
Overgrow		Unburden
0253	Grovyle	Grovyle
Overgrow		Unburden
0254	Sceptile	Sceptile
Overgrow		Unburden
0254	Sceptile	Sceptile
Mega Sceptile	Lightning Rod		
0255	Torchic	Torchic
Blaze		Speed Boost
0256	Combusken	Combusken
Blaze		Speed Boost
0257	Blaziken	Blaziken
Blaze		Speed Boost
0257	Blaziken	Blaziken
Mega Blaziken	Speed Boost		
0258	Mudkip	Mudkip
Torrent		Damp
0259	Marshtomp	Marshtomp
Torrent		Damp
0260	Swampert	Swampert
Torrent		Damp
0260	Swampert	Swampert
Mega Swampert	Swift Swim		
0261	Poochyena	Poochyena
Run Away	Quick FeetGen IV+	Rattled
0262	Mightyena	Mightyena
Intimidate	Quick FeetGen IV+	Moxie
0263	Zigzagoon	Zigzagoon
Pickup	GluttonyGen IV+	Quick Feet
0263	Zigzagoon	Zigzagoon
Galarian Zigzagoon	Pickup	Gluttony	Quick Feet
0264	Linoone	Linoone
Pickup	GluttonyGen IV+	Quick Feet
0264	Linoone	Linoone
Galarian Linoone	Pickup	Gluttony	Quick Feet
0862	Obstagoon	Obstagoon
Reckless	Guts	Defiant
0265	Wurmple	Wurmple
Shield Dust		Run Away
0266	Silcoon	Silcoon
Shed Skin		
0267	Beautifly	Beautifly
Swarm		Rivalry
0268	Cascoon	Cascoon
Shed Skin		
0269	Dustox	Dustox
Shield Dust		Compound Eyes
0270	Lotad	Lotad
Swift Swim	Rain Dish	Own Tempo
0271	Lombre	Lombre
Swift Swim	Rain Dish	Own Tempo
0272	Ludicolo	Ludicolo
Swift Swim	Rain Dish	Own Tempo
0273	Seedot	Seedot
Chlorophyll	Early Bird	Pickpocket
0274	Nuzleaf	Nuzleaf
Chlorophyll	Early Bird	Pickpocket
0275	Shiftry	Shiftry*
Chlorophyll	Wind RiderGen IX+	Pickpocket
0276	Taillow	Taillow
Guts		Scrappy
0277	Swellow	Swellow
Guts		Scrappy
0278	Wingull	Wingull
Keen Eye	HydrationGen VII+	Rain Dish
0279	Pelipper	Pelipper
Keen Eye	DrizzleGen VII+	Rain Dish
0280	Ralts	Ralts
Synchronize	Trace	Telepathy
0281	Kirlia	Kirlia
Synchronize	Trace	Telepathy
0282	Gardevoir	Gardevoir
Synchronize	Trace	Telepathy
0282	Gardevoir	Gardevoir
Mega Gardevoir	Pixilate		
0475	Gallade	Gallade
Steadfast	SharpnessGen IX+	Justified
0475	Gallade	Gallade
Mega Gallade	Inner Focus		
0283	Surskit	Surskit
Swift Swim		Rain Dish
0284	Masquerain	Masquerain
Intimidate		Unnerve
0285	Shroomish	Shroomish
Effect Spore	Poison HealGen IV+	Quick Feet
0286	Breloom	Breloom
Effect Spore	Poison HealGen IV+	Technician
0287	Slakoth	Slakoth
Truant		
0288	Vigoroth	Vigoroth
Vital Spirit		
0289	Slaking	Slaking
Truant		
0290	Nincada	Nincada
Compound Eyes		Run Away
0291	Ninjask	Ninjask
Speed Boost		Infiltrator
0292	Shedinja	Shedinja
Wonder Guard		
0293	Whismur	Whismur
Soundproof		Rattled
0294	Loudred	Loudred
Soundproof		Scrappy
0295	Exploud	Exploud
Soundproof		Scrappy
0296	Makuhita	Makuhita
Thick Fat	Guts	Sheer Force
0297	Hariyama	Hariyama
Thick Fat	Guts	Sheer Force
0299	Nosepass	Nosepass
Sturdy	Magnet Pull	Sand Force
0476	Probopass	Probopass
Sturdy	Magnet Pull	Sand Force
0300	Skitty	Skitty
Cute Charm	NormalizeGen IV+	Wonder Skin
0301	Delcatty	Delcatty
Cute Charm	NormalizeGen IV+	Wonder Skin
0302	Sableye	Sableye
Keen Eye	StallGen IV+	Prankster
0302	Sableye	Sableye
Mega Sableye	Magic Bounce		
0303	Mawile	Mawile
Hyper Cutter	Intimidate	Sheer Force
0303	Mawile	Mawile
Mega Mawile	Huge Power		
0304	Aron	Aron
Sturdy	Rock Head	Heavy Metal
0305	Lairon	Lairon
Sturdy	Rock Head	Heavy Metal
0306	Aggron	Aggron
Sturdy	Rock Head	Heavy Metal
0306	Aggron	Aggron
Mega Aggron	Filter		
0307	Meditite	Meditite
Pure Power		Telepathy
