0110	Weezing	Weezing	60
0111	Rhyhorn	Rhyhorn	120
0112	Rhydon	Rhydon	60
0113	Chansey	Chansey	30*
0114	Tangela	Tangela	45*
0115	Kangaskhan	Kangaskhan	45*
0116	Horsea	Horsea	225
0117	Seadra	Seadra	75
0118	Goldeen	Goldeen	225
0119	Seaking	Seaking	60
0120	Staryu	Staryu	225
0121	Starmie	Starmie	60*
0122	Mr. Mime	Mr. Mime	45*
0123	Scyther	Scyther	45*
0124	Jynx	Jynx	45
0125	Electabuzz	Electabuzz	45*
0126	Magmar	Magmar	45
0127	Pinsir	Pinsir	45*
0128	Tauros	Tauros	45*
0129	Magikarp	Magikarp	255
0130	Gyarados	Gyarados	45
0131	Lapras	Lapras	45*
0132	Ditto	Ditto	35
0133	Eevee	Eevee	45
0134	Vaporeon	Vaporeon	45
0135	Jolteon	Jolteon	45
0136	Flareon	Flareon	45
0137	Porygon	Porygon	45
0138	Omanyte	Omanyte	45
0139	Omastar	Omastar	45
0140	Kabuto	Kabuto	45
0141	Kabutops	Kabutops	45
0142	Aerodactyl	Aerodactyl	45
0143	Snorlax	Snorlax	25*
0144	Articuno	Articuno	3*
0145	Zapdos	Zapdos	3*
0146	Moltres	Moltres	3*
0147	Dratini	Dratini	45
0148	Dragonair	Dragonair	45*
0149	Dragonite	Dragonite	45*
0150	Mewtwo	Mewtwo	3
0151	Mew	Mew	45
0152	Chikorita	Chikorita	45
0153	Bayleef	Bayleef	45*
0154	Meganium	Meganium	45
0155	Cyndaquil	Cyndaquil	45
0156	Quilava	Quilava	45*
0157	Typhlosion	Typhlosion	45
0158	Totodile	Totodile	45
0159	Croconaw	Croconaw	45*
0160	Feraligatr	Feraligatr	45
0161	Sentret	Sentret	255
0162	Furret	Furret	90
0163	Hoothoot	Hoothoot	255
0164	Noctowl	Noctowl	90
0165	Ledyba	Ledyba	255
0166	Ledian	Ledian	90
0167	Spinarak	Spinarak	255
0168	Ariados	Ariados	90
0169	Crobat	Crobat	90
0170	Chinchou	Chinchou	190
0171	Lanturn	Lanturn	75
0172	Pichu	Pichu	190
0173	Cleffa	Cleffa	150
0174	Igglybuff	Igglybuff	170
0175	Togepi	Togepi	190
0176	Togetic	Togetic	75*
0177	Natu	Natu	190
0178	Xatu	Xatu	75
0179	Mareep	Mareep	235*
0180	Flaaffy	Flaaffy	120
0181	Ampharos	Ampharos	45
0182	Bellossom	Bellossom	45
0183	Marill	Marill	190
0184	Azumarill	Azumarill	75
0185	Sudowoodo	Sudowoodo	65
0186	Politoed	Politoed	45
0187	Hoppip	Hoppip	255
0188	Skiploom	Skiploom	120
0189	Jumpluff	Jumpluff	45
0190	Aipom	Aipom	45
0191	Sunkern	Sunkern	235
0192	Sunflora	Sunflora	120
0193	Yanma	Yanma	75
0194	Wooper	Wooper	255
0195	Quagsire	Quagsire	90
0196	Espeon	Espeon	45
0197	Umbreon	Umbreon	45
0198	Murkrow	Murkrow	30
0199	Slowking	Slowking	70
0200	Misdreavus	Misdreavus	45
0201	Unown	Unown	225
0202	Wobbuffet	Wobbuffet	45
0203	Girafarig	Girafarig	60
0204	Pineco	Pineco	190
0205	Forretress	Forretress	75
0206	Dunsparce	Dunsparce	190
0207	Gligar	Gligar	60
0208	Steelix	Steelix	25
0209	Snubbull	Snubbull	190
0210	Granbull	Granbull	75
0211	Qwilfish	Qwilfish	45
0212	Scizor	Scizor	25*
0213	Shuckle	Shuckle	190
0214	Heracross	Heracross	45
0215	Sneasel	Sneasel	60
0216	Teddiursa	Teddiursa	120*
0217	Ursaring	Ursaring	60
0218	Slugma	Slugma	190
0219	Magcargo	Magcargo	75*
0220	Swinub	Swinub	225
0221	Piloswine	Piloswine	75
0222	Corsola	Corsola	60
0223	Remoraid	Remoraid	190
0224	Octillery	Octillery	75
0225	Delibird	Delibird	45
0226	Mantine	Mantine	25
0227	Skarmory	Skarmory	25*
0228	Houndour	Houndour	120*
0229	Houndoom	Houndoom	45
0230	Kingdra	Kingdra	45
0231	Phanpy	Phanpy	120
0232	Donphan	Donphan	60
0233	Porygon2	Porygon2	45
0234	Stantler	Stantler	45
0235	Smeargle	Smeargle	45
0236	Tyrogue	Tyrogue	75
0237	Hitmontop	Hitmontop	45
0238	Smoochum	Smoochum	45
0239	Elekid	Elekid	45
0240	Magby	Magby	45
0241	Miltank	Miltank	45
0242	Blissey	Blissey	30
0243	Raikou	Raikou	3*
0244	Entei	Entei	3*
0245	Suicune	Suicune	3*
0246	Larvitar	Larvitar	45
0247	Pupitar	Pupitar	45
0248	Tyranitar	Tyranitar	45*
0249	Lugia	Lugia	3
0250	Ho-Oh	Ho-Oh	3
0251	Celebi	Celebi	45
0252	Treecko	Treecko	45
0253	Grovyle	Grovyle	45
0254	Sceptile	Sceptile	45
0255	Torchic	Torchic	45
0256	Combusken	Combusken	45
0257	Blaziken	Blaziken	45
0258	Mudkip	Mudkip	45
0259	Marshtomp	Marshtomp	45
0260	Swampert	Swampert	45
0261	Poochyena	Poochyena	255
0262	Mightyena	Mightyena	127
0263	Zigzagoon	Zigzagoon	255
0264	Linoone	Linoone	90
0265	Wurmple	Wurmple	255
0266	Silcoon	Silcoon	120
0267	Beautifly	Beautifly	45
0268	Cascoon	Cascoon	120
0269	Dustox	Dustox	45
0270	Lotad	Lotad	255
0271	Lombre	Lombre	120
0272	Ludicolo	Ludicolo	45
0273	Seedot	Seedot	255
0274	Nuzleaf	Nuzleaf	120
0275	Shiftry	Shiftry	45
0276	Taillow	Taillow	200
0277	Swellow	Swellow	45*
0278	Wingull	Wingull	190
0279	Pelipper	Pelipper	45
0280	Ralts	Ralts	235
0281	Kirlia	Kirlia	120
0282	Gardevoir	Gardevoir	45
0283	Surskit	Surskit	200
0284	Masquerain	Masquerain	75
0285	Shroomish	Shroomish	255
0286	Breloom	Breloom	90
0287	Slakoth	Slakoth	255
0288	Vigoroth	Vigoroth	120
0289	Slaking	Slaking	45
0290	Nincada	Nincada	255
0291	Ninjask	Ninjask	120
0292	Shedinja	Shedinja	45
0293	Whismur	Whismur	190
0294	Loudred	Loudred	120
0295	Exploud	Exploud	45
0296	Makuhita	Makuhita	180*
0297	Hariyama	Hariyama	200
0298	Azurill	Azurill	150
0299	Nosepass	Nosepass	255
0300	Skitty	Skitty	255
0301	Delcatty	Delcatty	60*
0302	Sableye	Sableye	45*
0303	Mawile	Mawile	45*
0304	Aron	Aron	180
0305	Lairon	Lairon	90
0306	Aggron	Aggron	45
0307	Meditite	Meditite	180
0308	Medicham	Medicham	90
0309	Electrike	Electrike	120
0310	Manectric	Manectric	45*
0311	Plusle	Plusle	200
0312	Minun	Minun	200
0313	Volbeat	Volbeat	150
0314	Illumise	Illumise	150
0315	Roselia	Roselia	150
0316	Gulpin	Gulpin	225
0317	Swalot	Swalot	75
0318	Carvanha	Carvanha	225
0319	Sharpedo	Sharpedo	60
0320	Wailmer	Wailmer	125
0321	Wailord	Wailord	60
0322	Numel	Numel	255
0323	Camerupt	Camerupt	150
0324	Torkoal	Torkoal	90
0325	Spoink	Spoink	255
0326	Grumpig	Grumpig	60
0327	Spinda	Spinda	255
0328	Trapinch	Trapinch	255
0329	Vibrava	Vibrava	120
0330	Flygon	Flygon	45
0331	Cacnea	Cacnea	190
0332	Cacturne	Cacturne	60
0333	Swablu	Swablu	255
0334	Altaria	Altaria	45*
0335	Zangoose	Zangoose	90
0336	Seviper	Seviper	90
0337	Lunatone	Lunatone	45*
0338	Solrock	Solrock	45*
0339	Barboach	Barboach	190
0340	Whiscash	Whiscash	75
0341	Corphish	Corphish	205
0342	Crawdaunt	Crawdaunt	155
0343	Baltoy	Baltoy	255
0344	Claydol	Claydol	90
0345	Lileep	Lileep	45
0346	Cradily	Cradily	45
0347	Anorith	Anorith	45
0348	Armaldo	Armaldo	45
0349	Feebas	Feebas	255
0350	Milotic	Milotic	60
0351	Castform	Castform	45
0352	Kecleon	Kecleon	200
0353	Shuppet	Shuppet	225
0354	Banette	Banette	45*
0355	Duskull	Duskull	190
0356	Dusclops	Dusclops	90
0357	Tropius	Tropius	200*
0358	Chimecho	Chimecho	45
0359	Absol	Absol	30
0360	Wynaut	Wynaut	125
0361	Snorunt	Snorunt	190
0362	Glalie	Glalie	75
0363	Spheal	Spheal	255
0364	Sealeo	Sealeo	120
0365	Walrein	Walrein	45
0366	Clamperl	Clamperl	255
0367	Huntail	Huntail	60
0368	Gorebyss	Gorebyss	60
0369	Relicanth	Relicanth	25
0370	Luvdisc	Luvdisc	225
0371	Bagon	Bagon	45
0372	Shelgon	Shelgon	45
0373	Salamence	Salamence	45*
0374	Beldum	Beldum	3
0375	Metang	Metang	3
0376	Metagross	Metagross	3*
0377	Regirock	Regirock	3
0378	Regice	Regice	3
0379	Registeel	Registeel	3
0380	Latias	Latias	3
0381	Latios	Latios	3
0382	Kyogre	Kyogre	3*
0383	Groudon	Groudon	3*
0384	Rayquaza	Rayquaza	3*
0385	Jirachi	Jirachi	3
0386	Deoxys	Deoxys	3
0387	Turtwig	Turtwig	45
0388	Grotle	Grotle	45
0389	Torterra	Torterra	45
0390	Chimchar	Chimchar	45
0391	Monferno	Monferno	45
0392	Infernape	Infernape	45
0393	Piplup	Piplup	45
0394	Prinplup	Prinplup	45
0395	Empoleon	Empoleon	45
0396	Starly	Starly	255
0397	Staravia	Staravia	120
0398	Staraptor	Staraptor	45
0399	Bidoof	Bidoof	255
0400	Bibarel	Bibarel	127
0401	Kricketot	Kricketot	255
0402	Kricketune	Kricketune	45
0403	Shinx	Shinx	235
0404	Luxio	Luxio	120
0405	Luxray	Luxray	45
0406	Budew	Budew	255
0407	Roserade	Roserade	75
0408	Cranidos	Cranidos	45
0409	Rampardos	Rampardos	45
0410	Shieldon	Shieldon	45
0411	Bastiodon	Bastiodon	45
0412	Burmy	Burmy	120
0413	Wormadam	Wormadam	45
0414	Mothim	Mothim	45
0415	Combee	Combee	120
0416	Vespiquen	Vespiquen	45
0417	Pachirisu	Pachirisu	200
0418	Buizel	Buizel	190
0419	Floatzel	Floatzel	75
0420	Cherubi	Cherubi	190
0421	Cherrim	Cherrim	75
0422	Shellos	Shellos	190
0423	Gastrodon	Gastrodon	75
0424	Ambipom	Ambipom	45
0425	Drifloon	Drifloon	125
0426	Drifblim	Drifblim	60
0427	Buneary	Buneary	190
0428	Lopunny	Lopunny	60
0429	Mismagius	Mismagius	45
0430	Honchkrow	Honchkrow	30
0431	Glameow	Glameow	190
0432	Purugly	Purugly	75
0433	Chingling	Chingling	120
0434	Stunky	Stunky	225
0435	Skuntank	Skuntank	60
0436	Bronzor	Bronzor	255
0437	Bronzong	Bronzong	90
0438	Bonsly	Bonsly	255
0439	Mime Jr.	Mime Jr.	145
0440	Happiny	Happiny	130
0441	Chatot	Chatot	30
0442	Spiritomb	Spiritomb	100
0443	Gible	Gible	45
0444	Gabite	Gabite	45
0445	Garchomp	Garchomp	45
0446	Munchlax	Munchlax	50
0447	Riolu	Riolu	75
0448	Lucario	Lucario	45
0449	Hippopotas	Hippopotas	140
0450	Hippowdon	Hippowdon	60
0451	Skorupi	Skorupi	120
0452	Drapion	Drapion	45
0453	Croagunk	Croagunk	140
0454	Toxicroak	Toxicroak	75
0455	Carnivine	Carnivine	200
0456	Finneon	Finneon	190
0457	Lumineon	Lumineon	75
0458	Mantyke	Mantyke	25
0459	Snover	Snover	120
0460	Abomasnow	Abomasnow	60
0461	Weavile	Weavile	45
0462	Magnezone	Magnezone	30
0463	Lickilicky	Lickilicky	30
0464	Rhyperior	Rhyperior	30
0465	Tangrowth	Tangrowth	30
0466	Electivire	Electivire	30
0467	Magmortar	Magmortar	30
0468	Togekiss	Togekiss	30
0469	Yanmega	Yanmega	30
0470	Leafeon	Leafeon	45
0471	Glaceon	Glaceon	45
0472	Gliscor	Gliscor	30
0473	Mamoswine	Mamoswine	50
0474	Porygon-Z	Porygon-Z	30
0475	Gallade	Gallade	45
0476	Probopass	Probopass	60
0477	Dusknoir	Dusknoir	45
0478	Froslass	Froslass	75
0479	Rotom	Rotom	45
0480	Uxie	Uxie	3
0481	Mesprit	Mesprit	3
0482	Azelf	Azelf	3
0483	Dialga	Dialga	3*
0484	Palkia	Palkia	3*
0485	Heatran	Heatran	3
0486	Regigigas	Regigigas	3
0487	Giratina	Giratina	3
0488	Cresselia	Cresselia	3
0489	Phione	Phione	30
0490	Manaphy	Manaphy	3
0491	Darkrai	Darkrai	3
0492	Shaymin	Shaymin	45
0493	Arceus	Arceus	3
0494	Victini	Victini	3
0495	Snivy	Snivy	45
0496	Servine	Servine	45
0497	Serperior	Serperior	45
0498	Tepig	Tepig	45
0499	Pignite	Pignite	45
0500	Emboar	Emboar	45
0501	Oshawott	Oshawott	45
0502	Dewott	Dewott	45
0503	Samurott	Samurott	45
0504	Patrat	Patrat	255
0505	Watchog	Watchog	255
0506	Lillipup	Lillipup	255
0507	Herdier	Herdier	120
0508	Stoutland	Stoutland	45
0509	Purrloin	Purrloin	255
0510	Liepard	Liepard	90
0511	Pansage	Pansage	190
0512	Simisage	Simisage	75
0513	Pansear	Pansear	190
0514	Simisear	Simisear	75
0515	Panpour	Panpour	190
0516	Simipour	Simipour	75
0517	Munna	Munna	190
0518	Musharna	Musharna	75
0519	Pidove	Pidove	255
0520	Tranquill	Tranquill	120
0521	Unfezant	Unfezant	45
0522	Blitzle	Blitzle	190
0523	Zebstrika	Zebstrika	75
0524	Roggenrola	Roggenrola	255
0525	Boldore	Boldore	120
0526	Gigalith	Gigalith	45
0527	Woobat	Woobat	190
0528	Swoobat	Swoobat	45
0529	Drilbur	Drilbur	120
0530	Excadrill	Excadrill	60
0531	Audino	Audino	255
0532	Timburr	Timburr	180
0533	Gurdurr	Gurdurr	90
0534	Conkeldurr	Conkeldurr	45
0535	Tympole	Tympole	255
0536	Palpitoad	Palpitoad	120
0537	Seismitoad	Seismitoad	45
0538	Throh	Throh	45
0539	Sawk	Sawk	45
0540	Sewaddle	Sewaddle	255
0541	Swadloon	Swadloon	120
0542	Leavanny	Leavanny	45
0543	Venipede	Venipede	255
0544	Whirlipede	Whirlipede	120
0545	Scolipede	Scolipede	45
0546	Cottonee	Cottonee	190
0547	Whimsicott	Whimsicott	75
0548	Petilil	Petilil	190
0549	Lilligant	Lilligant	75
0550	Basculin	Basculin	190*
0551	Sandile	Sandile	180
0552	Krokorok	Krokorok	90
0553	Krookodile	Krookodile	45
0554	Darumaka	Darumaka	120
0555	Darmanitan	Darmanitan	60
0556	Maractus	Maractus	255
0557	Dwebble	Dwebble	190
0558	Crustle	Crustle	75
0559	Scraggy	Scraggy	180
0560	Scrafty	Scrafty	90
0561	Sigilyph	Sigilyph	45
0562	Yamask	Yamask	190
0563	Cofagrigus	Cofagrigus	90
0564	Tirtouga	Tirtouga	45
0565	Carracosta	Carracosta	45
0566	Archen	Archen	45
0567	Archeops	Archeops	45
0568	Trubbish	Trubbish	190
0569	Garbodor	Garbodor	60
0570	Zorua	Zorua	75
0571	Zoroark	Zoroark	45
0572	Minccino	Minccino	255
0573	Cinccino	Cinccino	60
0574	Gothita	Gothita	200
0575	Gothorita	Gothorita	100
0576	Gothitelle	Gothitelle	50
0577	Solosis	Solosis	200
0578	Duosion	Duosion	100
0579	Reuniclus	Reuniclus	50
0580	Ducklett	Ducklett	190
0581	Swanna	Swanna	45
0582	Vanillite	Vanillite	255
0583	Vanillish	Vanillish	120
0584	Vanilluxe	Vanilluxe	45
0585	Deerling	Deerling	190
0586	Sawsbuck	Sawsbuck	75
0587	Emolga	Emolga	200
0588	Karrablast	Karrablast	200
0589	Escavalier	Escavalier	75
0590	Foongus	Foongus	190
0591	Amoonguss	Amoonguss	75
0592	Frillish	Frillish	190
0593	Jellicent	Jellicent	60
0594	Alomomola	Alomomola	75
0595	Joltik	Joltik	190
0596	Galvantula	Galvantula	75
0597	Ferroseed	Ferroseed	255
0598	Ferrothorn	Ferrothorn	90
0599	Klink	Klink	130
0600	Klang	Klang	60
0601	Klinklang	Klinklang	30
0602	Tynamo	Tynamo	190
0603	Eelektrik	Eelektrik	60
0604	Eelektross	Eelektross	30
0605	Elgyem	Elgyem	255
0606	Beheeyem	Beheeyem	90
0607	Litwick	Litwick	190
0608	Lampent	Lampent	90
0609	Chandelure	Chandelure	45
0610	Axew	Axew	75
0611	Fraxure	Fraxure	60
0612	Haxorus	Haxorus	45
0613	Cubchoo	Cubchoo	120
0614	Beartic	Beartic	60
0615	Cryogonal	Cryogonal	25
0616	Shelmet	Shelmet	200
0617	Accelgor	Accelgor	75
0618	Stunfisk	Stunfisk	75
0619	Mienfoo	Mienfoo	180
0620	Mienshao	Mienshao	45
0621	Druddigon	Druddigon	45
0622	Golett	Golett	190
0623	Golurk	Golurk	90
0624	Pawniard	Pawniard	120
0625	Bisharp	Bisharp	45
0626	Bouffalant	Bouffalant	45
0627	Rufflet	Rufflet	190
0628	Braviary	Braviary	60
0629	Vullaby	Vullaby	190
0630	Mandibuzz	Mandibuzz	60
0631	Heatmor	Heatmor	90
0632	Durant	Durant	90
0633	Deino	Deino	45
0634	Zweilous	Zweilous	45
0635	Hydreigon	Hydreigon	45
0636	Larvesta	Larvesta	45
0637	Volcarona	Volcarona	15
0638	Cobalion	Cobalion	3
0639	Terrakion	Terrakion	3
0640	Virizion	Virizion	3
0641	Tornadus	Tornadus	3
0642	Thundurus	Thundurus	3
0643	Reshiram	Reshiram	3*
0644	Zekrom	Zekrom	3*
0645	Landorus	Landorus	3
0646	Kyurem	Kyurem	3
0647	Keldeo	Keldeo	3
0648	Meloetta	Meloetta	3
0649	Genesect	Genesect	3
0650	Chespin	Chespin	45
0651	Quilladin	Quilladin	45
0652	Chesnaught	Chesnaught	45
0653	Fennekin	Fennekin	45
0654	Braixen	Braixen	45
0655	Delphox	Delphox	45
0656	Froakie	Froakie	45
0657	Frogadier	Frogadier	45
0658	Greninja	Greninja	45
0659	Bunnelby	Bunnelby	255
0660	Diggersby	Diggersby	127
0661	Fletchling	Fletchling	255
0662	Fletchinder	Fletchinder	120
0663	Talonflame	Talonflame	45
0664	Scatterbug	Scatterbug	255
0665	Spewpa	Spewpa	120
0666	Vivillon	Vivillon	45
0667	Litleo	Litleo	220
0668	Pyroar	Pyroar	65
0669	Flabébé	Flabébé	225
0670	Floette	Floette	120
0671	Florges	Florges	45
0672	Skiddo	Skiddo	200
0673	Gogoat	Gogoat	45
0674	Pancham	Pancham	220
0675	Pangoro	Pangoro	65
0676	Furfrou	Furfrou	160
0677	Espurr	Espurr	190
0678	Meowstic	Meowstic	75
0679	Honedge	Honedge	180
0680	Doublade	Doublade	90
0681	Aegislash	Aegislash	45
0682	Spritzee	Spritzee	200
0683	Aromatisse	Aromatisse	140
0684	Swirlix	Swirlix	200
0685	Slurpuff	Slurpuff	140
0686	Inkay	Inkay	190
0687	Malamar	Malamar	80
0688	Binacle	Binacle	120
0689	Barbaracle	Barbaracle	45
0690	Skrelp	Skrelp	225
0691	Dragalge	Dragalge	55
0692	Clauncher	Clauncher	225
0693	Clawitzer	Clawitzer	55
0694	Helioptile	Helioptile	190
0695	Heliolisk	Heliolisk	75
0696	Tyrunt	Tyrunt	45
0697	Tyrantrum	Tyrantrum	45
0698	Amaura	Amaura	45
0699	Aurorus	Aurorus	45
0700	Sylveon	Sylveon	45
0701	Hawlucha	Hawlucha	100
0702	Dedenne	Dedenne	180
0703	Carbink	Carbink	60
0704	Goomy	Goomy	45
0705	Sliggoo	Sliggoo	45
0706	Goodra	Goodra	45
0707	Klefki	Klefki	75
0708	Phantump	Phantump	120
0709	Trevenant	Trevenant	60
0710	Pumpkaboo	Pumpkaboo	120
0711	Gourgeist	Gourgeist	60
0712	Bergmite	Bergmite	190
0713	Avalugg	Avalugg	55
0714	Noibat	Noibat	190
0715	Noivern	Noivern	45
0716	Xerneas	Xerneas	45
0717	Yveltal	Yveltal	45
0718	Zygarde	Zygarde	3
0719	Diancie	Diancie	3
0720	Hoopa	Hoopa	3
0721	Volcanion	Volcanion	3
0722	Rowlet	Rowlet	45
0723	Dartrix	Dartrix	45
0724	Decidueye	Decidueye	45
0725	Litten	Litten	45
0726	Torracat	Torracat	45
0727	Incineroar	Incineroar	45
0728	Popplio	Popplio	45
0729	Brionne	Brionne	45
0730	Primarina	Primarina	45
0731	Pikipek	Pikipek	255
0732	Trumbeak	Trumbeak	120
0733	Toucannon	Toucannon	45
0734	Yungoos	Yungoos	255
0735	Gumshoos	Gumshoos	127
0736	Grubbin	Grubbin	255
0737	Charjabug	Charjabug	120
0738	Vikavolt	Vikavolt	45
0739	Crabrawler	Crabrawler	225
0740	Crabominable	Crabominable	60
0741	Oricorio	Oricorio	45
0742	Cutiefly	Cutiefly	190
0743	Ribombee	Ribombee	75
0744	Rockruff	Rockruff	190
0745	Lycanroc	Lycanroc	90
0746	Wishiwashi	Wishiwashi	60
0747	Mareanie	Mareanie	190
0748	Toxapex	Toxapex	75
0749	Mudbray	Mudbray	190
0750	Mudsdale	Mudsdale	60
0751	Dewpider	Dewpider	200
0752	Araquanid	Araquanid	100
0753	Fomantis	Fomantis	190
0754	Lurantis	Lurantis	75
0755	Morelull	Morelull	190
0756	Shiinotic	Shiinotic	75
0757	Salandit	Salandit	120
0758	Salazzle	Salazzle	45
0759	Stufful	Stufful	140
0760	Bewear	Bewear	70
0761	Bounsweet	Bounsweet	235
0762	Steenee	Steenee	120
0763	Tsareena	Tsareena	45
0764	Comfey	Comfey	60
0765	Oranguru	Oranguru	45
0766	Passimian	Passimian	45
0767	Wimpod	Wimpod	90
0768	Golisopod	Golisopod	45
0769	Sandygast	Sandygast	140
0770	Palossand	Palossand	60
0771	Pyukumuku	Pyukumuku	60
0772	Type: Null	Type: Null	3
0773	Silvally	Silvally	3
0774	Minior	Minior	30
0775	Komala	Komala	45
0776	Turtonator	Turtonator	70
0777	Togedemaru	Togedemaru	180
0778	Mimikyu	Mimikyu	45
0779	Bruxish	Bruxish	80
0780	Drampa	Drampa	70
0781	Dhelmise	Dhelmise	25
0782	Jangmo-o	Jangmo-o	45
0783	Hakamo-o	Hakamo-o	45
0784	Kommo-o	Kommo-o	45
0785	Tapu Koko	Tapu Koko	3
0786	Tapu Lele	Tapu Lele	3
0787	Tapu Bulu	Tapu Bulu	3
0788	Tapu Fini	Tapu Fini	3
0789	Cosmog	Cosmog	3*
0790	Cosmoem	Cosmoem	3*
0791	Solgaleo	Solgaleo	3*
0792	Lunala	Lunala	3*
0793	Nihilego	Nihilego	45
0794	Buzzwole	Buzzwole	45*
0795	Pheromosa	Pheromosa	45*
0796	Xurkitree	Xurkitree	45*
0797	Celesteela	Celesteela	45*
0798	Kartana	Kartana	45*
0799	Guzzlord	Guzzlord	45*
0800	Necrozma	Necrozma	3*
0801	Magearna	Magearna	3
0802	Marshadow	Marshadow	3
0803	Poipole	Poipole	45*
0804	Naganadel	Naganadel	45*
0805	Stakataka	Stakataka	30*
0806	Blacephalon	Blacephalon	30*
0807	Zeraora	Zeraora	3
0808	Meltan	Meltan	3
0809	Melmetal	Melmetal	3
0810	Grookey	Grookey	45
0811	Thwackey	Thwackey	45
0812	Rillaboom	Rillaboom	45
0813	Scorbunny	Scorbunny	45
0814	Raboot	Raboot	45
0815	Cinderace	Cinderace	45
0816	Sobble	Sobble	45
0817	Drizzile	Drizzile	45
0818	Inteleon	Inteleon	45
0819	Skwovet	Skwovet	255
0820	Greedent	Greedent	90
0821	Rookidee	Rookidee	255
0822	Corvisquire	Corvisquire	120
0823	Corviknight	Corviknight	45
0824	Blipbug	Blipbug	255
0825	Dottler	Dottler	120
0826	Orbeetle	Orbeetle	45
0827	Nickit	Nickit	255
0828	Thievul	Thievul	127
0829	Gossifleur	Gossifleur	190
0830	Eldegoss	Eldegoss	75
0831	Wooloo	Wooloo	255
0832	Dubwool	Dubwool	127
0833	Chewtle	Chewtle	255
0834	Drednaw	Drednaw	75
0835	Yamper	Yamper	255
0836	Boltund	Boltund	45
0837	Rolycoly	Rolycoly	255
0838	Carkol	Carkol	120
0839	Coalossal	Coalossal	45
0840	Applin	Applin	255
0841	Flapple	Flapple	45
0842	Appletun	Appletun	45
0843	Silicobra	Silicobra	255
