Can Breed: 100% Male
0983	Kingambit	Kingambit
0996	Frigibax	Frigibax
0997	Arctibax	Arctibax
0998	Baxcalibur	Baxcalibur
1011	Dipplin	Dipplin
1018	Archaludon	Archaludon
1019	Hydrapple	Hydrapple

Cannot Breed: 50% Female
0172	Pichu	Pichu
0360	Wynaut	Wynaut
0406	Budew	Budew
0433	Chingling	Chingling
0438	Bonsly	Bonsly
0439	Mime Jr.	Mime Jr.
0458	Mantyke	Mantyke
0485	Heatran	Heatran
0848	Toxel	Toxel
1024	Terapagos	Terapagos

Can Breed: 75% Female
0035	Clefairy	Clefairy
0036	Clefable	Clefable
0037	Vulpix	Vulpix
0038	Ninetales	Ninetales
0039	Jigglypuff	Jigglypuff
0040	Wigglytuff	Wigglytuff
0209	Snubbull	Snubbull
0210	Granbull	Granbull
0222	Corsola	Corsola
0300	Skitty	Skitty
0301	Delcatty	Delcatty
0370	Luvdisc	Luvdisc
0431	Glameow	Glameow
0432	Purugly	Purugly
0572	Minccino	Minccino
0573	Cinccino	Cinccino
0574	Gothita	Gothita
0575	Gothorita	Gothorita
0576	Gothitelle	Gothitelle
0741	Oricorio	Oricorio
0764	Comfey	Comfey
0864	Cursola	Cursola

Cannot Breed: 75% Female
0173	Cleffa	Cleffa
0174	Igglybuff	Igglybuff
0298	Azurill	Azurill

Can Breed: 87.5% Female
0667	Litleo	Litleo
0668	Pyroar	Pyroar

Can Breed: 100% Female
0029	Nidoran♀	Nidoran♀
0113	Chansey	Chansey
0115	Kangaskhan	Kangaskhan
0124	Jynx	Jynx
0241	Miltank	Miltank
0242	Blissey	Blissey
0314	Illumise	Illumise
0413	Wormadam	Wormadam
0416	Vespiquen	Vespiquen
0478	Froslass	Froslass
0548	Petilil	Petilil
0549	Lilligant	Lilligant
0629	Vullaby	Vullaby
0630	Mandibuzz	Mandibuzz
0669	Flabébé	Flabébé
0670	Floette	Floette
0671	Florges	Florges
0758	Salazzle	Salazzle
0761	Bounsweet	Bounsweet
0762	Steenee	Steenee
0763	Tsareena	Tsareena
0856	Hatenna	Hatenna
0857	Hattrem	Hattrem
0858	Hatterene	Hatterene
0868	Milcery	Milcery
0869	Alcremie	Alcremie
0957	Tinkatink	Tinkatink
0958	Tinkatuff	Tinkatuff
0959	Tinkaton	Tinkaton

Cannot Breed: 100% Female
0030	Nidorina	Nidorina
0031	Nidoqueen	Nidoqueen
0238	Smoochum	Smoochum
0380	Latias	Latias
0440	Happiny	Happiny
0488	Cresselia	Cresselia
0905	Enamorus	Enamorus
1017	Ogerpon	Ogerpon

Can Breed: Genderless
0081	Magnemite	Magnemite
0082	Magneton	Magneton
0100	Voltorb	Voltorb
0101	Electrode	Electrode
0120	Staryu	Staryu
0121	Starmie	Starmie
0137	Porygon	Porygon
0233	Porygon2	Porygon2
0292	Shedinja	Shedinja
0337	Lunatone	Lunatone
0338	Solrock	Solrock
0343	Baltoy	Baltoy
0344	Claydol	Claydol
0374	Beldum	Beldum
0375	Metang	Metang
0376	Metagross	Metagross
0436	Bronzor	Bronzor
0437	Bronzong	Bronzong
0462	Magnezone	Magnezone
0474	Porygon-Z	Porygon-Z
0479	Rotom	Rotom
0489	Phione	Phione
0490	Manaphy	Manaphy
0599	Klink	Klink
0600	Klang	Klang
0601	Klinklang	Klinklang
0615	Cryogonal	Cryogonal
0622	Golett	Golett
0623	Golurk	Golurk
0703	Carbink	Carbink
0774	Minior	Minior
0781	Dhelmise	Dhelmise
0854	Sinistea	Sinistea
0855	Polteageist	Polteageist
0870	Falinks	Falinks
0924	Tandemaus	Tandemaus
0925	Maushold	Maushold
1012	Poltchageist	Poltchageist
1013	Sinistcha	Sinistcha

Cannot Breed: Genderless
0132	Ditto	Ditto
0144	Articuno	Articuno
0145	Zapdos	Zapdos
0146	Moltres	Moltres
0150	Mewtwo	Mewtwo
0151	Mew	Mew
0201	Unown	Unown
0243	Raikou	Raikou
0244	Entei	Entei
0245	Suicune	Suicune
0249	Lugia	Lugia
0250	Ho-Oh	Ho-Oh
0251	Celebi	Celebi
0377	Regirock	Regirock
0378	Regice	Regice
0379	Registeel	Registeel
0382	Kyogre	Kyogre
0383	Groudon	Groudon
0384	Rayquaza	Rayquaza
0385	Jirachi	Jirachi
0386	Deoxys	Deoxys
0480	Uxie	Uxie
0481	Mesprit	Mesprit
0482	Azelf	Azelf
0483	Dialga	Dialga
0484	Palkia	Palkia
0486	Regigigas	Regigigas
0487	Giratina	Giratina
0491	Darkrai	Darkrai
0492	Shaymin	Shaymin
0493	Arceus	Arceus
0494	Victini	Victini
